,pID,bID,Unnamed: 0,Adı,Anlamı,Künyesi,Lakabı,Baba Adı,Anne Adı,Kabilesi,Doğum Yeri,Doğum Yılı,İslam’a Girişi,Sohbet Süresi,Rivayeti,Savaşları,Görevleri,Vefat Yeri,Vefat Yılı,Vefat Yaşı,Eşi/Eşleri,Vefat Bolge,battleAdi
55,8149,27034,49,Abdullah b. Zübeyr,Allah’ın kulu,"['Ebû Bekir', 'Ebû Hubeyb']",Hamâmetü’l-Mescid,Zübeyr b. Avvâm,Esma bint Ebî Bekir,Esedoğulları/Mekke,Medine,Hicrî 1/ Milâdî 622,Çocukluktan itibaren,8,33,"['Suriye ve Mısır', 'Yermûk', 'İfrikkıyye', 'Taberistan']","Kur’an’ı çoğaltma heyeti , hilafet",Mekke,"Hicrî, 73/Milâdî, 692",70,,['Mekke'],Abdullah b. Zübeyr
56,8147,27006,47,Abdurrahman b. Avf,Rahmân’ın kulu,Ebû Muhammed,Tâciru’r-Rahmân,Avf b. Abdi Avf,Şifâ bint Avf b. Abd b. Hâris,Zühreoğulları/Mekke,Mekke,"N.Öncesi, 29/ Milâdî, 581",Nübüvvetin ilk günleri,23,65,"['Bedir', 'Uhud', 'Hendek', 'Devmetü’l-Cendel vs.']","['Şura başkanlığı', 'Hac emirliği', 'Beytülmal muhafızlığı']",Baki Kabristanlığı/Medine,"Hicrî, 32/Milâdî, 652",72,,['Medine'],Abdurrahman b. Avf
57,8147,27009,47,Abdurrahman b. Avf,Rahmân’ın kulu,Ebû Muhammed,Tâciru’r-Rahmân,Avf b. Abdi Avf,Şifâ bint Avf b. Abd b. Hâris,Zühreoğulları/Mekke,Mekke,"N.Öncesi, 29/ Milâdî, 581",Nübüvvetin ilk günleri,23,65,"['Bedir', 'Uhud', 'Hendek', 'Devmetü’l-Cendel vs.']","['Şura başkanlığı', 'Hac emirliği', 'Beytülmal muhafızlığı']",Baki Kabristanlığı/Medine,"Hicrî, 32/Milâdî, 652",72,,['Medine'],Abdurrahman b. Avf
58,8147,27015,47,Abdurrahman b. Avf,Rahmân’ın kulu,Ebû Muhammed,Tâciru’r-Rahmân,Avf b. Abdi Avf,Şifâ bint Avf b. Abd b. Hâris,Zühreoğulları/Mekke,Mekke,"N.Öncesi, 29/ Milâdî, 581",Nübüvvetin ilk günleri,23,65,"['Bedir', 'Uhud', 'Hendek', 'Devmetü’l-Cendel vs.']","['Şura başkanlığı', 'Hac emirliği', 'Beytülmal muhafızlığı']",Baki Kabristanlığı/Medine,"Hicrî, 32/Milâdî, 652",72,,['Medine'],Abdurrahman b. Avf
59,8147,27014,47,Abdurrahman b. Avf,Rahmân’ın kulu,Ebû Muhammed,Tâciru’r-Rahmân,Avf b. Abdi Avf,Şifâ bint Avf b. Abd b. Hâris,Zühreoğulları/Mekke,Mekke,"N.Öncesi, 29/ Milâdî, 581",Nübüvvetin ilk günleri,23,65,"['Bedir', 'Uhud', 'Hendek', 'Devmetü’l-Cendel vs.']","['Şura başkanlığı', 'Hac emirliği', 'Beytülmal muhafızlığı']",Baki Kabristanlığı/Medine,"Hicrî, 32/Milâdî, 652",72,,['Medine'],Abdurrahman b. Avf
60,8180,27035,80,Abdurrahman b. Sahr,Rahman’ın kulu,Ebû Hüreyre,İlmin kabı,Sahr b. Amir b. Abdizi’ş-Şera,Ümeyme bint Subeyh,Devsoğulları/Yemen,Yemen,"N. Öncesi, 10/Milâdî, 600",Hicretin 7. yılı,4,5374,"['Mekke Fethi', 'Yermûk', 'Cürcan']",['Bahreyn ve Medine valiliği'],Baki Kabristanlığı/Medine,"Hicrî, 58/ Milâdî, 678",78,,['Medine'],Abdurrahman b. Sahr
61,8180,27029,80,Abdurrahman b. Sahr,Rahman’ın kulu,Ebû Hüreyre,İlmin kabı,Sahr b. Amir b. Abdizi’ş-Şera,Ümeyme bint Subeyh,Devsoğulları/Yemen,Yemen,"N. Öncesi, 10/Milâdî, 600",Hicretin 7. yılı,4,5374,"['Mekke Fethi', 'Yermûk', 'Cürcan']",['Bahreyn ve Medine valiliği'],Baki Kabristanlığı/Medine,"Hicrî, 58/ Milâdî, 678",78,,['Medine'],Abdurrahman b. Sahr
62,8180,27021,80,Abdurrahman b. Sahr,Rahman’ın kulu,Ebû Hüreyre,İlmin kabı,Sahr b. Amir b. Abdizi’ş-Şera,Ümeyme bint Subeyh,Devsoğulları/Yemen,Yemen,"N. Öncesi, 10/Milâdî, 600",Hicretin 7. yılı,4,5374,"['Mekke Fethi', 'Yermûk', 'Cürcan']",['Bahreyn ve Medine valiliği'],Baki Kabristanlığı/Medine,"Hicrî, 58/ Milâdî, 678",78,,['Medine'],Abdurrahman b. Sahr
63,8153,27001,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
64,8153,27002,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
65,8153,27003,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
66,8153,27004,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
67,8153,27005,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
68,8153,27006,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
69,8153,27007,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
70,8153,27008,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
71,8153,27009,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
72,8153,27010,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
73,8153,27011,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
74,8153,27012,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
75,8153,27013,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
76,8153,27014,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
77,8153,27015,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
78,8153,27016,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
79,8153,27017,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
80,8153,27018,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
81,8153,27019,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
82,8153,27020,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
83,8153,27021,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
84,8153,27022,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
85,8153,27023,53,Ali b. Ebi Talib,"Yüce, ulu, şerefli",Ebû Turab,"['Haydar-ı Kerrar', 'Murtazâ']",Ebû Talib b. Abdülmuttalib,Fâtıma bint Esed,Hâşimoğulları/Mekke,Mekke,"N. Öncesi, 10/Milâdî, 600",Nübüvvetin ilk günleri,23,536,['Tebük hariç tüm gazveler.'],"['Vahiy katipliği', 'hac emirliği', 'halifelik']",Kûfe/Irak,"Hicrî, 17 Ramazan 40/Milâdî, 24 Ocak 661",61,,['Irak'],Ali b. Ebi Talib
86,8106,27006,6,Âmir b. Abdullah,Emir sahibi ve yetkili,Ebû Ubeyde / Ubeyde’nin babası,Eminü’l-Ümme / Ümmetin Emini,Abdullah b. Cerrah,Ümeyme bint Ğanem,Harisoğulları/Mekke,Mekke,"N. Öncesi, 27 / Miladî, 583",Nübüvvetin ilk günleri,23,14,"Bedir, Uhud, Hendek vs.",Suriye bölgesi ordu komutanlığı,Amta Köyü / Beysân / Suriye,"Hicrî, 18 / Miladî, 640",58,,[' Suriye'],Âmir b. Abdullah
87,8106,27009,6,Âmir b. Abdullah,Emir sahibi ve yetkili,Ebû Ubeyde / Ubeyde’nin babası,Eminü’l-Ümme / Ümmetin Emini,Abdullah b. Cerrah,Ümeyme bint Ğanem,Harisoğulları/Mekke,Mekke,"N. Öncesi, 27 / Miladî, 583",Nübüvvetin ilk günleri,23,14,"Bedir, Uhud, Hendek vs.",Suriye bölgesi ordu komutanlığı,Amta Köyü / Beysân / Suriye,"Hicrî, 18 / Miladî, 640",58,,[' Suriye'],Âmir b. Abdullah
88,8106,27015,6,Âmir b. Abdullah,Emir sahibi ve yetkili,Ebû Ubeyde / Ubeyde’nin babası,Eminü’l-Ümme / Ümmetin Emini,Abdullah b. Cerrah,Ümeyme bint Ğanem,Harisoğulları/Mekke,Mekke,"N. Öncesi, 27 / Miladî, 583",Nübüvvetin ilk günleri,23,14,"Bedir, Uhud, Hendek vs.",Suriye bölgesi ordu komutanlığı,Amta Köyü / Beysân / Suriye,"Hicrî, 18 / Miladî, 640",58,,[' Suriye'],Âmir b. Abdullah
89,8115,27006,15,Ammâr b. Yâsir,"İmar eden, memur kılınan",Ebû’l-Yakzân / Yakzân’ın babası,Tayyibi’l-Mutayyeb / Temizliği tasdik edilen kişi,Yâsir b. Âmir,Sümeyye bint Habbat,Ansoğulları / Yemen,Mekke,"N. Öncesi, 46 / Miladî, 564",Nübüvvetin ilk günleri,23,62,"Bedir, Uhud, Hendek, Cemel, Sıffin vs.","Kûfe valiliği, komutanlık, mimarlık",Sıffin / Suriye,"Hicrî, 37 / Miladî, 657",93,,[' Suriye'],Ammâr b. Yâsir
90,8115,27009,15,Ammâr b. Yâsir,"İmar eden, memur kılınan",Ebû’l-Yakzân / Yakzân’ın babası,Tayyibi’l-Mutayyeb / Temizliği tasdik edilen kişi,Yâsir b. Âmir,Sümeyye bint Habbat,Ansoğulları / Yemen,Mekke,"N. Öncesi, 46 / Miladî, 564",Nübüvvetin ilk günleri,23,62,"Bedir, Uhud, Hendek, Cemel, Sıffin vs.","Kûfe valiliği, komutanlık, mimarlık",Sıffin / Suriye,"Hicrî, 37 / Miladî, 657",93,,[' Suriye'],Ammâr b. Yâsir
91,8115,27015,15,Ammâr b. Yâsir,"İmar eden, memur kılınan",Ebû’l-Yakzân / Yakzân’ın babası,Tayyibi’l-Mutayyeb / Temizliği tasdik edilen kişi,Yâsir b. Âmir,Sümeyye bint Habbat,Ansoğulları / Yemen,Mekke,"N. Öncesi, 46 / Miladî, 564",Nübüvvetin ilk günleri,23,62,"Bedir, Uhud, Hendek, Cemel, Sıffin vs.","Kûfe valiliği, komutanlık, mimarlık",Sıffin / Suriye,"Hicrî, 37 / Miladî, 657",93,,[' Suriye'],Ammâr b. Yâsir
92,8115,27025,15,Ammâr b. Yâsir,"İmar eden, memur kılınan",Ebû’l-Yakzân / Yakzân’ın babası,Tayyibi’l-Mutayyeb / Temizliği tasdik edilen kişi,Yâsir b. Âmir,Sümeyye bint Habbat,Ansoğulları / Yemen,Mekke,"N. Öncesi, 46 / Miladî, 564",Nübüvvetin ilk günleri,23,62,"Bedir, Uhud, Hendek, Cemel, Sıffin vs.","Kûfe valiliği, komutanlık, mimarlık",Sıffin / Suriye,"Hicrî, 37 / Miladî, 657",93,,[' Suriye'],Ammâr b. Yâsir
93,8115,27026,15,Ammâr b. Yâsir,"İmar eden, memur kılınan",Ebû’l-Yakzân / Yakzân’ın babası,Tayyibi’l-Mutayyeb / Temizliği tasdik edilen kişi,Yâsir b. Âmir,Sümeyye bint Habbat,Ansoğulları / Yemen,Mekke,"N. Öncesi, 46 / Miladî, 564",Nübüvvetin ilk günleri,23,62,"Bedir, Uhud, Hendek, Cemel, Sıffin vs.","Kûfe valiliği, komutanlık, mimarlık",Sıffin / Suriye,"Hicrî, 37 / Miladî, 657",93,,[' Suriye'],Ammâr b. Yâsir
94,8178,27036,78,Amr b. Habib,"Ömürlü, ömür sürmek",Ebû Mihcen,,Habib b. Amr b. Ümeyr es-Sekafî,Kunûd bint Abdullah,Sakîf/Taif,Taif,Tespit edilemedi.,Hicretin 9. yılı,2,10,"['Kâdisiye', 'İran', 'Azerbaycan']","['Askerlik', 'Şairlik']",Azerbaycan,"Hicrî, 30",Tespit edilemedi.,,['Azerbaycan'],Amr b. Habib
95,8178,27037,78,Amr b. Habib,"Ömürlü, ömür sürmek",Ebû Mihcen,,Habib b. Amr b. Ümeyr es-Sekafî,Kunûd bint Abdullah,Sakîf/Taif,Taif,Tespit edilemedi.,Hicretin 9. yılı,2,10,"['Kâdisiye', 'İran', 'Azerbaycan']","['Askerlik', 'Şairlik']",Azerbaycan,"Hicrî, 30",Tespit edilemedi.,,['Azerbaycan'],Amr b. Habib
96,8178,27038,78,Amr b. Habib,"Ömürlü, ömür sürmek",Ebû Mihcen,,Habib b. Amr b. Ümeyr es-Sekafî,Kunûd bint Abdullah,Sakîf/Taif,Taif,Tespit edilemedi.,Hicretin 9. yılı,2,10,"['Kâdisiye', 'İran', 'Azerbaycan']","['Askerlik', 'Şairlik']",Azerbaycan,"Hicrî, 30",Tespit edilemedi.,,['Azerbaycan'],Amr b. Habib
97,8138,27028,38,Amr b. Ma’dîkerib,"Ömürlü, ömür sürmek",Ebû Sevr/ Sevr’in Babası,Bilinmiyor.,Ma’dikerib b. Abddullah,Tespit edilemedi.,Zübeydoğulları/Mezhic/Yemen,Yemen,"N. Öncesi, 106/Miladî, 504",Hicretin 10. yılı,1,10,"Ridde Savaşları, Yermûk, Kadisiye, Şam Fetihleri, Rey vs.",Bilinmiyor.,Rûze/Rey/İran,"Hicrî, 21/ Miladî, 642",138,,['İran'],Amr b. Ma’dîkerib
98,8138,27036,38,Amr b. Ma’dîkerib,"Ömürlü, ömür sürmek",Ebû Sevr/ Sevr’in Babası,Bilinmiyor.,Ma’dikerib b. Abddullah,Tespit edilemedi.,Zübeydoğulları/Mezhic/Yemen,Yemen,"N. Öncesi, 106/Miladî, 504",Hicretin 10. yılı,1,10,"Ridde Savaşları, Yermûk, Kadisiye, Şam Fetihleri, Rey vs.",Bilinmiyor.,Rûze/Rey/İran,"Hicrî, 21/ Miladî, 642",138,,['İran'],Amr b. Ma’dîkerib
99,8138,27029,38,Amr b. Ma’dîkerib,"Ömürlü, ömür sürmek",Ebû Sevr/ Sevr’in Babası,Bilinmiyor.,Ma’dikerib b. Abddullah,Tespit edilemedi.,Zübeydoğulları/Mezhic/Yemen,Yemen,"N. Öncesi, 106/Miladî, 504",Hicretin 10. yılı,1,10,"Ridde Savaşları, Yermûk, Kadisiye, Şam Fetihleri, Rey vs.",Bilinmiyor.,Rûze/Rey/İran,"Hicrî, 21/ Miladî, 642",138,,['İran'],Amr b. Ma’dîkerib
100,8138,27038,38,Amr b. Ma’dîkerib,"Ömürlü, ömür sürmek",Ebû Sevr/ Sevr’in Babası,Bilinmiyor.,Ma’dikerib b. Abddullah,Tespit edilemedi.,Zübeydoğulları/Mezhic/Yemen,Yemen,"N. Öncesi, 106/Miladî, 504",Hicretin 10. yılı,1,10,"Ridde Savaşları, Yermûk, Kadisiye, Şam Fetihleri, Rey vs.",Bilinmiyor.,Rûze/Rey/İran,"Hicrî, 21/ Miladî, 642",138,,['İran'],Amr b. Ma’dîkerib
101,8109,27015,9,Berâ b. Malik,"Ayıptan, kusurdan beri olmak, uzaklaşmak",Ehû Enes / Enes’in kardeşi,Tespit edilemedi.,Malik b. Nadr b. Damdam,Ümmü Süleym bint Milhan,Neccaroğulları/Hazrec,Medine,"Nübüvvet yılı / Miladî, 610",Hicrî 1. yıl,10,10,"Hendek, Hudeybiye, Yemame, İran Fetihleri vs.",Askerlik,Tüster / İran,"Hicrî, 20 / Miladî, 641",31,,[' İran'],Berâ b. Malik
102,8109,27040,9,Berâ b. Malik,"Ayıptan, kusurdan beri olmak, uzaklaşmak",Ehû Enes / Enes’in kardeşi,Tespit edilemedi.,Malik b. Nadr b. Damdam,Ümmü Süleym bint Milhan,Neccaroğulları/Hazrec,Medine,"Nübüvvet yılı / Miladî, 610",Hicrî 1. yıl,10,10,"Hendek, Hudeybiye, Yemame, İran Fetihleri vs.",Askerlik,Tüster / İran,"Hicrî, 20 / Miladî, 641",31,,[' İran'],Berâ b. Malik
103,8109,27038,9,Berâ b. Malik,"Ayıptan, kusurdan beri olmak, uzaklaşmak",Ehû Enes / Enes’in kardeşi,Tespit edilemedi.,Malik b. Nadr b. Damdam,Ümmü Süleym bint Milhan,Neccaroğulları/Hazrec,Medine,"Nübüvvet yılı / Miladî, 610",Hicrî 1. yıl,10,10,"Hendek, Hudeybiye, Yemame, İran Fetihleri vs.",Askerlik,Tüster / İran,"Hicrî, 20 / Miladî, 641",31,,[' İran'],Berâ b. Malik
104,8168,27006,68,Bilâl b. Rebâh,"Islak, ıslatan, boğazı ıslatan sıvı",Ebû Abdullah/Abdullah’ın Babası,Seyyidü’l-Müezzin/Müezzinlerin Efendisi,Rebâh Ebû Bilâl,Hamâme Ümmü Bilâl,Habeşli,Mekke,"N. Öncesi, 30/ Milâdî, 580",Nübüvvetin ilk günleri,23,44,"Bedir, Uhud, Hendek vs.",Müezzinlik ve özel koruma,Şam/Suriye,"Hicrî, 20/ Milâdî, 640",60,,['Suriye'],Bilâl b. Rebâh
105,8168,27009,68,Bilâl b. Rebâh,"Islak, ıslatan, boğazı ıslatan sıvı",Ebû Abdullah/Abdullah’ın Babası,Seyyidü’l-Müezzin/Müezzinlerin Efendisi,Rebâh Ebû Bilâl,Hamâme Ümmü Bilâl,Habeşli,Mekke,"N. Öncesi, 30/ Milâdî, 580",Nübüvvetin ilk günleri,23,44,"Bedir, Uhud, Hendek vs.",Müezzinlik ve özel koruma,Şam/Suriye,"Hicrî, 20/ Milâdî, 640",60,,['Suriye'],Bilâl b. Rebâh
